text,label,cleaned_text
"Dikari Jakarta Tarbut emas longcat indah. Dikari Jakarta mempertahankan dominasinya. Melalui Triangoro Putra dan Aditya Restu Putra Jakarta sukses mempertahankan medali emas longcat indah nomor synchronisasi papan 3 meter Putra pada pekan pon Ace Sumatra Utara 2024. Berlangsung di kolom renang Selayang, Medan, Ninggu, 8 September 2024. Medali emas direbut setelah Triangoro dan Aditya memukau hakim yang bertugas dengan mencapai nilai teringi 329,88. Sejak awal keduanya, tampil kompak dengan selalu mendapat nilai teringi dari total 6 loncatan. Sebelumnya tim Putri Synchro menarap Putri, pasangan Maulidina Harisma Putri dan Nur Mufidah Sudirman mendapatkan medali perat. Alhamdulillah hasil hari ini sih so far sesuai sama target kita. Insya Allah besok masih ada lagi pertandingan doain bisa lebih baik lagi hasilnya. Alhamdulillah sesuai sama target kita diberikan hasil yang terbaik yang memuaskan juga dan sayangannya sih semuanya bagus menurut saya semuanya fight. Semuanya kita sama-sama latihan bareng tanding juga sama-sama fight jadi semuanya menurut saya rata semua. BENDUM KONI DECAY JAKARTA HADAMEON ARITONANG MEMBERIKAN UANG PENGARGAAN Dari Koni Dekai Jakarta sebesar 10 juta rupiah kepada kedua atlet loncat Indah Putra. Baik terima kasih atas prestasi yang dirai oleh atlet loncat Indah pada hari ini Putra dan Putri kami dari Pengurus Koni Dekai Jakarta sangat bangga. Dan terima kasih kepada teman-teman para atlet ini semoga atlet-atlet kabar lainnya mengokir prestasi mendapatkan medali-medali untuk Dekai Jakarta sehingga apa yang kita ceritakan untuk atlet-atlet dari profisinya Dekai Jakarta kita bisa mendapatkan juara umum untuk PON 2024. Medan AC yang itulah salah satu yang diharapkan oleh pemerintah profisinya Dekai Jakarta maupun dari DPRD maupun Koni Profisinya Dekai Jakarta. Terima kasih. Terima kasih.",6,"dikari jakarta tarbut emas longcat indah. dikari jakarta mempertahankan dominasinya. triangoro putra aditya restu putra jakarta sukses mempertahankan medali emas longcat indah nomor synchronisasi papan meter putra pekan pon ace sumatra utara kolom renang selayang, medan, ninggu, september medali emas direbut triangoro aditya memukau hakim bertugas mencapai nilai teringi keduanya, tampil kompak nilai teringi total loncatan. tim putri synchro menarap putri, pasangan maulidina harisma putri nur mufidah sudirman medali perat. alhamdulillah hasil sih far sesuai target kita. insya allah besok pertandingan doain hasilnya. alhamdulillah sesuai target hasil terbaik memuaskan sayangannya sih bagus fight. samasama latihan bareng tanding samasama fight semua. bendum koni decay jakarta hadameon aritonang uang pengargaan koni dekai jakarta juta rupiah atlet loncat indah putra. terima kasih prestasi dirai atlet loncat indah putra putri pengurus koni dekai jakarta bangga. terima kasih temanteman atlet semoga atletatlet kabar mengokir prestasi medalimedali dekai jakarta ceritakan atletatlet profisinya dekai jakarta juara pon medan salah diharapkan pemerintah profisinya dekai jakarta dprd koni profisinya dekai jakarta. terima kasih. terima kasih."
Aku ada anak cowok 2.5 tahun dan pengen ajak dia eksperimen science yang visualnya keren. Ada saran gak? Kamu bisa ajak dia bikin letusan gunung berapi dari campuran baking soda dan cuka. Letusan gunung berapi kayaknya asik tuh. Bahannya apa aja dan cara bikinnya gimana? Ini bahan dan cara membuatnya. Bahan. Baking soda. Cuka. Pohoran makanan merah atau orangnya? Botol plastik kecil. Takah. Main yuk. Main. Main. Pasir. Kita tuang pasir mau. Tuang. Tuang. Wah miring. Ini aja miring. Yang terakhir. Ini. Botol. Kita maskin cuka. Takah mau merah atau ungu? Tret. Tret? Oke. Pencet. Nah. Dah kita tuang berdua ya. Takah pegang ya. Hrghh. Uuh. Gunungnya. Keluar apa tuh? Terus. Lihat. Ah. F6 mau coba? Gak. Gak. Gak. Gak. Gak. Uuh. Abis. Wow. Ternyata bisa gitu ya. Terima kasih gemini. Sama-sama. Senang bisa membantu.,6,anak cowok ajak eksperimen science visualnya keren. saran tidak? ajak letusan gunung berapi campuran baking soda cuka. letusan gunung berapi kayaknya asik tuh. bahannya aja bikinnya gimana? bahan membuatnya. bahan. baking soda. cuka. pohoran makanan merah orangnya? botol plastik kecil. takah. main yuk. main. main. pasir. tuang pasir ingin. tuang. tuang. miring. aja miring. terakhir. ini. botol. maskin cuka. takah merah ungu? tret. tret? oke. pencet. nah. dah tuang berdua ya. takah pegang ya. hrghh. uuh. gunungnya. tuh? terus. lihat. ah. coba? tidak. tidak. tidak. tidak. tidak. uuh. habis. wow. gitu ya. terima kasih gemini. samasama. senang membantu.
"Ini dulu adalah acne spot andalan kita semua Teman-teman, dari skit-skit kita sudah banyak yang tahu Terus toko-tonya sama mereka di discontinue dan ramai banget yang dima-dema kepada kecewa semuanya Karena ini di discontinue Long, Ma! Bang banget! Tahu-tau mereka comeback dengan packaging yang lebih mewah Dan juga formula yang lebih gong Yang sekarang mereka mengeluarkan lagi acne spot treatment Yang bisa diandalkan juga dengan ingredients yang lebih potent Karena sekarang ada 3 times acidnya di sini Yaitu salicylic acid, lactic acid, dan blue conolactone Semuanya pastinya untuk merendakan jerawat Tapi berhunggu aku lagi nggak ada jerawat sekarang Ini cuma ada kayak bekas-bekasnya Aku cuma akan ngasih tahu aja informasi ke kalian Waktu apa ada jerawat? Ini bisa membantu menghampaskan jerawat aku dalam waktu 3 hari Dan kejadinya waktu itu kayak Oktober, tahun lalu Tapi buat kalian yang sering ada hormonal acne atau jerawat yang suka batu-batu mendadak Ini bisa banget dijadikan skin care rescuer Karena ini bagus banget salah satu acne spot treatment yang bagus banget Menurut aku dari skintifik Dan cocok banget untuk menggantikan ini Karena memang paling bagus ini, menurut aku sejauh ini acne spot dari skintifik Jadi daripada kalian mencet-mencetin jerawat Lebih baik kalian totalin jerawat kalian dengan menggunakan produk ini Seperti ini, super simple ya Sebenernya gitu dan kalian",7,"acne spot andalan temanteman, skitskit tokotonya discontinue ramai banget dimadema kecewa discontinue long, ma! bang banget! tahutahu comeback packaging mewah formula gong mengeluarkan acne spot treatment diandalkan ingredients potent times acidnya salicylic acid, lactic acid, blue conolactone pastinya merendakan jerawat berhunggu jerawat kayak bekasbekasnya ngasih aja informasi jerawat? membantu menghampaskan jerawat kejadinya kayak oktober, hormonal acne jerawat suka batubatu mendadak banget dijadikan skin care rescuer bagus banget salah acne spot treatment bagus banget skintifik cocok banget menggantikan bagus ini, acne spot skintifik mencetmencetin jerawat totalin jerawat produk ini, super simple sebenernya gitu"
coba kamu bisa ga kokokoyoknya yang berdua gitu coba lagi lagi azik sekali lagi azik sekali lagi hasn,2,coba kokokoyoknya berdua gitu coba azik azik
"Om, kamu nggak ada sih? Dimana dia? Ya enak kalian ini. Maman, apa? Bukan ini di depan. Berhenti tutup lagi peki. Enak banget.",2,"om, sih? dimana dia? enak ini. maman, apa? depan. berhenti tutup peki. enak banget."
"Mobin yang lebih tua katanya mesti pakai Oli yang lebih kental, emang bener? Sehingga ada dua faktor yang paling penting untuk diperhatikan. Pertama, fiskositas Oli yang mana sudah termasuk di dalam rekomendasi manual book, Berserta rentang alternatif yang aman. Kalau misalnya Oli terlalu kental, bisa jadi menurunkan efisien si bantak bakar karena kinar jam esen jadi lebih berat. Perhatikan EPS service pada Oli. Kalau dari beberikan harus pakai EPS service SN, pakailah yang sesuai. EPS service SN juga, jangan pakai yang lebih rendah. FYI ya, EPS service SN itu udang yang paling tinggi di mesin Benzin. Yang terakhir pilih-pilih oleh mesin sesuai kebutuhan dan umur mobil. Biasanya mobil-mobil umuran muda cocok sama Oli Full Synthetis karena untuk mendukung performa dan efisienci. Sementara yang lebih lawas, biasanya masih cocok untuk pakai mineral. Tapi apapun Olinya, pasti ini dapat yang original ya. Tapi kan mahalan. Masih anyem 2 meterim? Masih lagi. Pake yang ini nih. Belanja di e-commerce, pakai kode promo BND Pertamina, langsung dapet diskon 1 juta. Syaratnya, minimal pemilihan 1,5 juta. Dan bisa pilih tenor sampai dengan 24 bulan. Cuma di tuaga.id kita bisa berni-berni produk kredit kart sesuai dengan kebutuhan. Dan sekalian apply juga. Gapro Kawatirugi pasti dibantuin untuk dapetin kredit kart yang sesuai dengan kebutuhan. Jadi cek dulu aja di tuaga.id.",7,"mobin tua mesti pakai oli kental, emang bener? faktor diperhatikan. pertama, fiskositas oli rekomendasi manual book, berserta rentang alternatif aman. oli kental, menurunkan efisien bantak bakar kinar jam esen berat. perhatikan eps service oli. beberikan pakai eps service sn, pakailah sesuai. eps service juga, pakai rendah. fyi ya, eps service udang mesin benzin. pilihpilih mesin sesuai kebutuhan umur mobil. mobilmobil umuran muda cocok oli full synthetis mendukung performa efisienci. lawas, cocok pakai mineral. apapun olinya, original ya. mahalan. anyem meterim? lagi. pake nih. belanja ecommerce, pakai kode promo bnd pertamina, langsung dapet diskon juta. syaratnya, minimal pemilihan juta. pilih tenor bulan. tuaga.id berniberni produk kredit kart sesuai kebutuhan. apply juga. gapro kawatirugi dibantuin dapetin kredit kart sesuai kebutuhan. cek aja tuaga.id."
"Bu-ibu yang punya anak luar sana dan anaknya kejang, jangan panik. Tenang, kalau bisa videoin anaknya. Videoin beneran cuma buka kamera, terus kayak cek like, buka video. Sambil anaknya diapain, anaknya diberingkanan atau beringkiri, sambil dilonggarin bajunya, pakayannya, celananya supaya tuh dadanya tidak keempat. Sama kita tujuan memberingkan itu supaya tidak ada makanan yang masuk ke dalam mulutnya atau air apa segala macam yang bisa menyumbat saluran angkvasnya. Jangan ente masukin pakai sendok atau taburin bubuk pakai kopi. Jangan, jangan beritu. Jadi ketimbang kita panik, mendingan tarik nafas, buang nafas. Oke, kita pelan-pelan cari solusinya. Sambil di videoin. Kenapa perlu di videoin supaya nanti ketika berobat ke rumah sakit, dokternya tahu tipe kejangnya kayak gimana, kemudian durasinya gimana, kesadaran pas kejangnya tuh gimana. Jadi biar jelas. Jadi biar tahu beneran ini kejang atau bukan. Nah, terus abis itu kunci daripada semuanya sebenarnya adalah tenang. Iya kan? Tenang dan tenang itu didapatkan dari apa? Dari pengatauan, pengatauan didapatkan dari apa? Dari belajar. Dan kalau misalkan memang punya obat-obat yang anti kejang atau anti panas, jadi rumah boleh diberikan contohnya misalkan yang dari pantat itu obat anti kejangnya. Jangan tiri-tiriak panik, atas segala macam ngejar. Iya, pasti panik kita paham pasti akan panik. Cuma maksudnya kalau kita panik, kalau kita tiri-tiriak tidak akan menyelesaikan sebuah masalah. Makannya kita harus tetap kenang ambil nafas, buang nafas, dan kita cari solusinya. Itu tadi. Jangan lupa untuk tetap belajar. Dan menjadi orang tua, kuncinya adalah belajar. Oke?",6,"buibu anak anaknya kejang, panik. tenang, videoin anaknya. videoin beneran buka kamera, kayak cek like, buka video. anaknya diapain, anaknya diberingkanan beringkiri, dilonggarin bajunya, pakayannya, celananya tuh dadanya keempat. tujuan memberingkan makanan masuk mulutnya air menyumbat saluran angkvasnya. ente masukin pakai sendok taburin bubuk pakai kopi. jangan, beritu. ketimbang panik, mendingan tarik nafas, buang nafas. oke, pelanpelan cari solusinya. videoin. videoin berobat rumah sakit, dokternya tipe kejangnya kayak gimana, durasinya gimana, kesadaran pas kejangnya tuh gimana. jelas. beneran kejang bukan. nah, habis kunci tenang. iya kan? tenang tenang didapatkan apa? pengatauan, pengatauan didapatkan apa? belajar. obatobat anti kejang anti panas, rumah contohnya pantat obat anti kejangnya. tiritiriak panik, ngejar. iya, panik paham panik. maksudnya panik, tiritiriak menyelesaikan masalah. makannya kenang ambil nafas, buang nafas, cari solusinya. tadi. lupa belajar. orang tua, kuncinya belajar. oke?"
"Hai, aku Maderalz dan sekarang aku lagi ada di Skinverse Clinic Warden di kota Kata Belakang Dan hari ini senang banget karena tadi sempat ngobrol-ngobrol bareng di stage tentang aging gracefully Aku senang banget ada di Skinverse Clinic karena disini ada AI tools, ada teknologi yang bisa membantu kita Lebih mengenal kluik kita itu seperti apa dan produk apa aja sih yang dibutuhkan sama politik kita gitu Jadi holistic care, as well as technological advancement sangat dibahas gitu di Skinverse Clinic ini Jadi aku senang banget ada di sini Buat kamu yang mau age gracefully jangan lupa untuk datang ke Skinverse Clinic Warden di kota Kata Belakang sampai dengan tanggal 3 Agustus ini See you!",2,"hai, maderalz skinverse clinic warden kota senang banget ngobrolngobrol bareng stage aging gracefully senang banget skinverse clinic tools, teknologi membantu mengenal kluik produk aja sih dibutuhkan politik gitu holistic care, well technological advancement dibahas gitu skinverse clinic senang banget age gracefully lupa skinverse clinic warden kota tanggal agustus see you!"
"Halo, nama saya Paulo M. Hernandez dari provinsi di Kaya Jakarta. Saya sekarang umur 24, mengikuti kategori U25 Putra. Selama mengikuti kejurnas dunia tahun ini sih sangat seru ya. Apalagi melihat banyak-banyak provinsi, terutama adalah 19 provinsi yang termasuk banyak. Buat bowling, melihat adek-adek, dan teman-teman banyak sekali yang daya juangnya sangat tinggi. Dan melihat teman-teman banyak yang sangat kompretitif, sangat senang sih. Selama ini di DKI ya terutama kita sih banyak banget latihan-latihan mauitu pun dari basic. Kita nggak pernah lupa basic-basik skill satu teknik untuk latihan biar kita lebih mantuk lagi, lebih memboles skill-skill kita. Terus juga kita ada juga latihan fisik di pagi hari, di mana ngetes mengembang stamina kita sih yang sangat membantu kita bertanding selama 3 hari ini. Tenggapan saya terhadap kejurnas dunia tahun ini sih sangat hebat ya. Gapal lagi saya nggak nyangka, ternyata balik lagi beberapa provinsi-provinsi yang dulunya ada, sekarang nggak ada terus ada lagi. Melihat kejurnas dunia kali ini yang sangat ramai, sangat senang sih melihat banyak adek-adek yang bisa melanjutkan bowling di Indonesia, tempat-teman dari Junior dan karena ini juga pertandingan Junior terakhir saya, saya sangat senang dan puas dengan kejurnas Junior 2025 ini sih. Ternyata saya terhadap pertandingan kejurnas Junior ke depan depannya atau pun pertandingan Junior ke depan depannya banyak bibit-bibit yang sengguh-sengguh, banyak regenerasi dan semoga bisa mengharumkan nama Indonesia dan mengikuti jajak-jajak abang-abangnya, kakakannya, senior-seniornya. Salam warahat agak, jaya!",7,"halo, nama paulo hernandez provinsi kaya jakarta. umur mengikuti kategori putra. mengikuti kejurnas world sih seru ya. banyakbanyak provinsi, provinsi banyak. bowling, adekadek, temanteman daya juangnya tinggi. temanteman kompretitif, senang sih. dki sih banget latihanlatihan mauitu basic. lupa basicbasik skill teknik latihan mantuk lagi, memboles skillskill kita. latihan fisik pagi hari, ngetes mengembang stamina sih membantu bertanding ini. tenggapan kejurnas world sih hebat ya. gapal nyangka, provinsiprovinsi dulunya ada, lagi. kejurnas world kali ramai, senang sih adekadek melanjutkan bowling indonesia, tempatteman junior pertandingan junior saya, senang puas kejurnas junior sih. pertandingan kejurnas junior depannya pertandingan junior depannya bibitbibit sengguhsengguh, regenerasi semoga mengharumkan nama indonesia mengikuti jajakjajak abangabangnya, kakakannya, seniorseniornya. salam warahat agak, jaya!"
"Solar tap memang gerakannya bagus, tapi kalian coba deh taruh tangannya disini, terus lakuin plank kepekasih tangan begini nih. Tahan sekuatnya sampai dapat berapa detik atau menit ya. Habis itu komen dibawah, kalian bisa kuatnya tuh berapa lama. Ini aku bikin video ini sekarang ngetes dan nujukin kalian aku bisa sampai berapa lama. Ini aku pasang stop-boss disini nih. Oke, 30 detik, masih aman. Kalo ditanya manfaatnya apa ya ini? Manfaat kuatin salah satu tangan, terus juga jaga keseibangan. Banyak lah, aduh. Uuh, satu menit. Oke, ahuh, cuma kuah satu menit ternyata. Kala berapa? Coba komen dibawah ya. Cern video ini berat untuk kalian pada nyobain juga. Langsung lanjut dan... Stay Hati.",4,"solar tap gerakannya bagus, coba deh taruh tangannya disini, lakuin plank kepekasih tangan nih. tahan sekuatnya detik menit ya. habis komen dibawah, kuatnya tuh lama. video ngetes nujukin lama. pasang stopboss nih. oke, detik, aman. manfaatnya ini? manfaat kuatin salah tangan, jaga keseibangan. lah, aduh. uuh, menit. oke, ahuh, kuah menit ternyata. berapa? coba komen dibawah ya. cern video berat nyobain juga. langsung dan.. stay hati."
"Bro kenapa posturmu kayak gini? Hah gimana maksudnya? Itu bungku kayak gitu tuh Itu tuh ga bagus buat kesehatanmu Terus gimana cara ngetasinya? Sini aku kasih tau 3 cara buat benerin posturmu Pastiin kamu segini ya Nah, nomor 1 itu tuh Pas kamu lagi main HP Pastiin tuh gong-gong dan leher murus Kayak gini nih Oh iya oke bro oke bro HPmu itu penyebab nomor 1 kamu bungku Terus kalo kamu ngerasa posturmu lagi jelek Simple aja, angat bawu mu ke atas Tari ke belakang, terus turunin ke bawah gini Oh iya wah, bantu banget sih ini Terus nomor 3 apa? Wadah bro Dengan wadah yang otot perut sama otot penggungmu Otomatis posturmu bakal improve dengan sendiri nya Ah, thanks bro Aku pasti bakal follow kamu buat tips-tips kayak gini nih",7,"bro posturmu kayak gini? hah gimana maksudnya? bungku kayak gitu tuh tuh bagus kesehatanmu gimana ngetasinya? kasih benerin posturmu pastiin segini nah, nomor tuh pas main pastiin tuh gonggong leher murus kayak gini nih iya oke bro oke bro hpmu penyebab nomor bungku ngerasa posturmu jelek simple aja, angat bawu tari belakang, turunin gini iya wah, bantu banget sih nomor apa? wadah bro wadah otot perut otot penggungmu otomatis posturmu improve nya ah, thanks bro follow tipstips kayak gini nih"
"Hai, hari ini kita akan membuat video yang udah sangat gue penasaranin banget ya Ngeretik kan? Ngeretik ga sih? Pasti ngeretik kan Pokoknya gue udah kayak deg-degan banget pengen nyoba Karena gue liat temen gue pake ini, gue kira dia pake less extension, nangir Ternyata kalau ga bulu mata palsu, parah banget Terus kayak katanya bagus banget dan cara makanya juga agak unik I've never tried anything like this, I didn't know they have anything like this Ini bulu mata palsu, tapi yang super pendek-pendek gitu dan hasilnya jadi natural banget Ini dari Emlend Diary Gue ga tau ini merek mana ya, tapi gue beli di e-commerce Dan ini yang cat eye lashes, karena mereka ada banyak keren yang berbeda Bentuknya macam-macam dan gue mau yang agak cat eye gitu Kalau bisa ya kan, pertama kali saya mencoba jadi tolong jangan enying Gue beli yang satu set seperti yang gue bilang dapat bulu mata dan dapat ininya Karena lagi-lagi kata temen gue, lo harus pake ininya Karena ini sangat memudah kan, ini ini ini Gue ga suka apa-apa seperti ini, pin set yang kayak gini, gue merasa kayak Seperti agak hazardose ya, agak berbahaya gitu ya kan Baiklah Gue ga tau makanya gimana, kita kasih lampnya dulu Oh ini ada dua tulisannya, ini yang nomor satu lash bond Dan yang nomor dua lash remover Oke, jadi gue pikir kita akan menggunakan lash bond ini Pertama Bismillahirrahmanirrahim ya kan Cuma kayak pake mascara aja gitu katanya di bulu mata lo Aku tidak tau akan berhasil apangga doeremon aku duk-dugan banget nih Terus gue mau pake yang Ga tau deh gue coba yang agak di middle-middle gitu loh Katanya tuh tinggal ditempelin aja, tinggal hub gitu Ditempel dimana, nyir? Oh my god kayaknya gue salah masangnya deh Oh my god kenapa dia jadi kebalik gitu doeremon Yow Allah doeremon Aaaa Oke Oh damn Oh Oh Oke terus gue ambil yang agak gedeannya lagi Ini ditaruhnya dibawah bulu mata lo Anjir beneran gampang banget Sekarang gue ambil yang paling gedeannya Kita taruh, ini mungkin cuma akan jadi yang terakhir yang gue taruh Udah gitu doang Cui ini gampang banget makanya ga masuk akal, ngerti ga sih? Ini gue tambahin satu lagi karena gue pikir ada spes di sana Oh my god Kayaknya ini lebih baik gue pake satu mata doang ga sih? Jadi lo liat bedanya kayak apa ya kan? Karena gue juga medit ya, gue ga tau ini bisa ditake lagi apa ga? Dari pada gue pake dua sisi buang-buang terlalu banyak pucongan buat menjukin lo pada yang engin Penting ating engin Mending gue pake kalau gue pergi beneran, aku tidak mau pake sembilan lagi ya Aku medit luar biasa, medit kikir bakil Ini bahkan ada yang buat bulu mata bawahnya disini I haven't even tried that, I don't think I need to Tapi sekarang yang harus kita coba adalah dia seberapa gampang dibersi innya Karena ini ada lash removernya juga I honestly don't want to remove this ever But we have to try it Karena ini kan menjadi salah satu faktor penentu dalam arah kemajuan Nusa dan Bangsa ya Nomor dua lash remover Wait, how do I remove this? Tunggu aku baca dulu betul-betul tunjuknya Baiklah katanya sih tinggal diuok-uok aja gitu Oh, oh okay Huh? Okay Aku ga tau ini dipakainya dimananya gitu Apakah ini udah bisa dilepas doraemon? Apakah sudah? Anjjj Udah Segampang itu, terus ini berarti bisa gua pakai lagi dong Oh my god Nah, apakah aku beruntung aja? Apakah memang semudah? Oh my god, semudah itu Ya ampun, gampang banget dilepasnya juga Udah, udah hilang semua nih kembali ke bulu mata gue yang sangat menyedihkan Ini benar-benar aku suka ini Karena dari dulu gue paling malu pakai bulu mata karena ribet ya kan Terus kayak Gue suka banget soalnya aku sangat-sangat suka ini Kamu harus beli ini",6,"hai, video penasaranin banget ngeretik kan? ngeretik sih? ngeretik pokoknya kayak degdegan banget nyoba liat teman pake ini, pake less extension, nangir bulu mata palsu, parah banget kayak bagus banget unik ive never tried anything like this, didnt know anything like bulu mata palsu, super pendekpendek gitu hasilnya natural banget emlend diary merek ya, beli ecommerce cat eye lashes, keren berbeda bentuknya macammacam cat eye gitu kan, kali mencoba tolong enying beli set bilang bulu mata ininya lagilagi teman saya, pake ininya memudah kan, suka apaapa ini, pin set kayak gini, kayak hazardose ya, berbahaya gitu baiklah gimana, kasih lampnya tulisannya, nomor lash bond nomor lash remover oke, pikir lash bond bismillahirrahmanirrahim kayak pake mascara aja gitu bulu mata berhasil apangga doeremon dukdugan banget nih pake deh coba middlemiddle gitu loh tuh tinggal ditempelin aja, tinggal hub gitu ditempel dimana, nyir? god kayaknya salah masangnya deh god kebalik gitu doeremon yow allah doeremon oke damn oke ambil gedeannya ditaruhnya dibawah bulu mata anjir beneran gampang banget ambil gedeannya taruh, taruh gitu doang cui gampang banget masuk akal, mengerti sih? tambahin pikir spes god kayaknya pake mata doang sih? liat bedanya kayak kan? medit ya, ditake tidak? pake sisi buangbuang pucongan menjukin engin ating engin mending pake pergi beneran, pake sembilan medit biasa, medit kikir bakil bulu mata bawahnya havent even tried that, dont think need coba gampang dibersi innya lash removernya honestly dont want remove ever try salah faktor penentu arah kemajuan nusa bangsa nomor lash remover wait, remove this? tunggu baca betulbetul tunjuknya baiklah sih tinggal diuokuok aja gitu oh, okay huh? okay dipakainya dimananya gitu dilepas doraemon? sudah? anjj segampang itu, pakai god nah, beruntung aja? semudah? god, semudah ampun, gampang banget dilepasnya sudah, hilang nih bulu mata menyedihkan benarbenar suka malu pakai bulu mata ribet kayak suka banget sangatsangat suka beli"
"Sama lo! Sezue aplikasi ini tipe exit tourer. Oh, wajahnya sama. It looks the same and more more more affordable. Tapi ukurinnya beda ya. Itu aja tapi. Ini tuh udah lebih dari cukup. Feature-feature yang ada di ultimate sebelumnya. Ini tuh ada semua. Jadi kalau ditanya, ini mobil juga petong gak dengan harga yang affordable. Ini super super affordable. Dan ini baru pertama kali misubisik keluarin exit tourer. Karena ngelihat masanya expanded tuh banyak banget. Felaknya juga sama lo. Ice-Cart sama. Belahan sama juga. Sama. Cuma ada berbeda warna-warna aja. Iya, ini lebih kepada sporty look aja gitu. Espanmer dulu sendiri gak begini. Udah sama main baru. Iya kan, perbedaannya ini masih menggunakan classic instrument. It feels exactly the same kan. Stadionya udah pakai juga 8 inch. Ada headrest tengah. Dibilangin ya tipe beda aja. Ada headrest tengah. Sini juga, cadascoping juga, komplyn. Udah bukan kayak koneci kayak. Udah bener, gak nyolok-nyolok koneci lagi. Atau staso button. Exit nih. Exit tourer. Emang ini tuh diciptakan untuk orang-orang yang pingin punya expander dengan fasilitas yang cukup. Jadi dengan harga masuk akal bisa dapet penampilan luar yang hampir sama-sama. Luar deh, alem bukan cuman luar dong. Gue rasa ini akan jadi jagoan barunya expander. Ya penasaran coba cek exit tourer. Luar biasa. Jadi apa yang kamu butuh ada di exit tourer. Maksan nih. Antuk ini.",6,"kamu! sezue aplikasi tipe exit tourer. oh, wajahnya sama. looks affordable. ukurinnya beda ya. aja tapi. tuh cukup. featurefeature ultimate sebelumnya. tuh semua. ditanya, mobil petong harga affordable. super super affordable. kali misubisik keluarin exit tourer. ngelihat masanya expanded tuh banget. felaknya kamu. icecart sama. belahan juga. sama. berbeda warnawarna aja. iya, sporty look aja gitu. espanmer begini. main baru. iya kan, perbedaannya classic instrument. feels exactly kan. stadionya pakai inch. headrest tengah. dibilangin tipe beda aja. headrest tengah. juga, cadascoping juga, komplyn. kayak koneci kayak. bener, nyoloknyolok koneci lagi. staso button. exit nih. exit tourer. emang tuh diciptakan orangorang pingin expander fasilitas cukup. harga masuk akal dapet penampilan samasama. deh, alem cuman dong. jagoan barunya expander. penasaran coba cek exit tourer. biasa. butuh exit tourer. maksan nih. antuk ini."
